From,To,Subject,Content,Timestamp
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - 3rd sem result persuasion last date 18-Apr-2025,[image: image.png],2025-04-17 11:52:11
adminoffice@acropolis.in,undisclosed-recipients:;,Important Notice - Rescheduling / Suspension of Classes,"27th Nov. 2023 *Important Notice* *(Rescheduling / Suspension of Classes)* All B. Tech., MCA, IMCA and BCA students having regular classes in December 2023 are informed that due to the university examinations of B. Tech./MCA/B. Pharm., their regular classes are either suspended or rescheduled as under: Schedule of Classes Date of Suspension Rescheduled Dates 05th Dec. 2023, Tuesday 23rd Dec. 2023, Saturday 07th Dec. 2023, Thursday 30th Dec. 2023, Saturday 12th Dec. 2023, Tuesday Classes remain suspended 14th Dec. 2023, Thursday 21st Dec. 2023, Thursday Class Time - table of Tuesday and Thursday will be observed on 23rd & 30th December 2023 respectively. 27th Nov. 2023Important Notice(Rescheduling / Suspension of Classes) All B. Tech., MCA, IMCA and BCA students having regular classes in December 2023 are informed that due to the university examinations of B. Tech./MCA/B. Pharm., their regular classes are either suspended or rescheduled as under:Schedule of ClassesDate of SuspensionRescheduled Dates05th Dec. 2023, Tuesday23rd Dec. 2023, Saturday07th Dec. 2023, Thursday30th Dec. 2023, Saturday12th Dec. 2023, TuesdayClasses remain suspended14th Dec. 2023, Thursday21st Dec. 2023, Thursday Class Time - table of Tuesday and Thursday will be observed on 23rd & 30th December 2023 respectively.",2023-11-27 13:05:55
adminoffice@acropolis.in,undisclosed-recipients:;,Fwd: NOTICE - DIGILOCKER,"*REMINDER* ---------- Forwarded message --------- From: ADMIN Office Date: Fri, Apr 5, 2024 at 12:02 PM Subject: NOTICE - DIGILOCKER To: *Important Notice* *(DIGILOCKER)* The Academic Bank of Credits (ABC) platform is developed by the National e-Governance Division (NeGD) of the Ministry of Electronics and Information Technology (MeitY) under the DigiLocker framework. It digitally stores the academic credits earned by students facilitating students to choose their own learning path to attain Degree/Diploma/Certificates, based on multiple entry-multiple exits system. In continuation of the previous notices, all the students are hereby notified that vide letter no. 48@21@vk-m-f’k@’kk&5 *v*@2023 Hkksiky fnukad 15@01@2024 received from higher education department all the students are hereby once again informed that the *examination forms of even semester will not be forwarded* *to the university* *if students fail to registered on ABC portal*. Students are suggested to follow the procedure available on [*https://www.abc.gov.in/* (a video tutorial)] for getting themselve registered on Academic Bank of Credits (ABC) portal. [image: image.png] After successful registration students should fill the information on the following google link and upload their Apaar/ABC ID card (available in digilocker signup dashboard). Google link : https://forms.gle/S1dY1ZvkQkEuQCDUA REMINDER---------- Forwarded message ---------From: ADMIN Office <adminoffice@acropolis.in>Date: Fri, Apr 5, 2024 at 12:02 PMSubject: NOTICE - DIGILOCKERTo: Important Notice (DIGILOCKER) The Academic Bank of Credits (ABC) platform is developed by the National e-Governance Division (NeGD) of the Ministry of Electronics and Information Technology (MeitY) under the DigiLocker framework. It digitally stores the academic credits earned by students facilitating students to choose their own learning path to attain Degree/Diploma/Certificates, based on multiple entry-multiple exits system. In continuation of the previous notices, all the students are hereby notified that vide letter no. 48@21@vk-m-f’k@’kk&5 *v*@2023 Hkksiky fnukad 15@01@2024 received from higher education department all the students are hereby once again informed that the examination forms of even semester will not be forwarded to the university if students fail to registered on ABC portal. Students are suggested to follow the procedure available on [https://www.abc.gov.in/ (a video tutorial)] for getting themselve registered on Academic Bank of Credits (ABC) portal.After successful registration students should fill the information on the following google link and upload their Apaar/ABC ID card (available in digilocker signup dashboard). Google link : https://forms.gle/S1dY1ZvkQkEuQCDUA",2024-04-30 13:45:19
adminoffice@acropolis.in,undisclosed-recipients:;,Fwd: NOTICE - DIGILOCKER,"*REMINDER* ---------- Forwarded message --------- From: ADMIN Office Date: Fri, Apr 5, 2024 at 12:02 PM Subject: NOTICE - DIGILOCKER To: *Important Notice* *(DIGILOCKER)* The Academic Bank of Credits (ABC) platform is developed by the National e-Governance Division (NeGD) of the Ministry of Electronics and Information Technology (MeitY) under the DigiLocker framework. It digitally stores the academic credits earned by students facilitating students to choose their own learning path to attain Degree/Diploma/Certificates, based on multiple entry-multiple exits system. In continuation of the previous notices, all the students are hereby notified that vide letter no. 48@21@vk-m-f’k@’kk&5 *v*@2023 Hkksiky fnukad 15@01@2024 received from higher education department all the students are hereby once again informed that the *examination forms of even semester will not be forwarded* *to the university* *if students fail to registered on ABC portal*. Students are suggested to follow the procedure available on [*https://www.abc.gov.in/* (a video tutorial)] for getting themselve registered on Academic Bank of Credits (ABC) portal. [image: image.png] After successful registration students should fill the information on the following google link and upload their Apaar/ABC ID card (available in digilocker signup dashboard). Google link : https://forms.gle/S1dY1ZvkQkEuQCDUA REMINDER---------- Forwarded message ---------From: ADMIN Office <adminoffice@acropolis.in>Date: Fri, Apr 5, 2024 at 12:02 PMSubject: NOTICE - DIGILOCKERTo: Important Notice (DIGILOCKER) The Academic Bank of Credits (ABC) platform is developed by the National e-Governance Division (NeGD) of the Ministry of Electronics and Information Technology (MeitY) under the DigiLocker framework. It digitally stores the academic credits earned by students facilitating students to choose their own learning path to attain Degree/Diploma/Certificates, based on multiple entry-multiple exits system. In continuation of the previous notices, all the students are hereby notified that vide letter no. 48@21@vk-m-f’k@’kk&5 *v*@2023 Hkksiky fnukad 15@01@2024 received from higher education department all the students are hereby once again informed that the examination forms of even semester will not be forwarded to the university if students fail to registered on ABC portal. Students are suggested to follow the procedure available on [https://www.abc.gov.in/ (a video tutorial)] for getting themselve registered on Academic Bank of Credits (ABC) portal.After successful registration students should fill the information on the following google link and upload their Apaar/ABC ID card (available in digilocker signup dashboard). Google link : https://forms.gle/S1dY1ZvkQkEuQCDUA",2024-04-27 15:51:29
adminoffice@acropolis.in,undisclosed-recipients:;,Re: NOTICE - DIGILOCKER,"*REMINDER* On Fri, Apr 5, 2024 at 12:02 PM ADMIN Office wrote: > *Important Notice* > > *(DIGILOCKER)* > > > > The Academic Bank of Credits (ABC) platform is developed by the National > e-Governance Division (NeGD) of the Ministry of Electronics and Information > Technology (MeitY) under the DigiLocker framework. It digitally stores the > academic credits earned by students facilitating students to choose their > own learning path to attain Degree/Diploma/Certificates, based on multiple > entry-multiple exits system. > In continuation of the previous notices, all the students are hereby > notified that vide letter no. 48@21@vk-m-f’k@’kk&5 *v*@2023 Hkksiky > fnukad 15@01@2024 received from higher education department all the > students are hereby once again informed that the *examination forms of > even semester will not be forwarded* *to the university* *if students > fail to registered on ABC portal*. Students are suggested to follow the > procedure available on [*https://www.abc.gov.in/* > (a video tutorial)] for getting themselve > registered on Academic Bank of Credits (ABC) portal. > > > [image: image.png] > > After successful registration students should fill the information on the > following google link and upload their Apaar/ABC ID card (available in > digilocker signup dashboard). > > > > Google link : https://forms.gle/MzfR1PyRrzWZDEZg > > REMINDEROn Fri, Apr 5, 2024 at 12:02 PM ADMIN Office <adminoffice@acropolis.in> wrote:Important Notice (DIGILOCKER) The Academic Bank of Credits (ABC) platform is developed by the National e-Governance Division (NeGD) of the Ministry of Electronics and Information Technology (MeitY) under the DigiLocker framework. It digitally stores the academic credits earned by students facilitating students to choose their own learning path to attain Degree/Diploma/Certificates, based on multiple entry-multiple exits system. In continuation of the previous notices, all the students are hereby notified that vide letter no. 48@21@vk-m-f’k@’kk&5 *v*@2023 Hkksiky fnukad 15@01@2024 received from higher education department all the students are hereby once again informed that the examination forms of even semester will not be forwarded to the university if students fail to registered on ABC portal. Students are suggested to follow the procedure available on [https://www.abc.gov.in/ (a video tutorial)] for getting themselve registered on Academic Bank of Credits (ABC) portal.After successful registration students should fill the information on the following google link and upload their Apaar/ABC ID card (available in digilocker signup dashboard). Google link : https://forms.gle/MzfR1PyRrzWZDEZg",2024-04-08 15:59:40
adminoffice@acropolis.in,undisclosed-recipients:;,Re: NOTICE - DIGILOCKER,"Updated Google link : https://forms.gle/S1dY1ZvkQkEuQCDUA On Fri, Apr 5, 2024 at 12:02 PM ADMIN Office wrote: > *Important Notice* > > *(DIGILOCKER)* > > > > The Academic Bank of Credits (ABC) platform is developed by the National > e-Governance Division (NeGD) of the Ministry of Electronics and Information > Technology (MeitY) under the DigiLocker framework. It digitally stores the > academic credits earned by students facilitating students to choose their > own learning path to attain Degree/Diploma/Certificates, based on multiple > entry-multiple exits system. > In continuation of the previous notices, all the students are hereby > notified that vide letter no. 48@21@vk-m-f’k@’kk&5 *v*@2023 Hkksiky > fnukad 15@01@2024 received from higher education department all the > students are hereby once again informed that the *examination forms of > even semester will not be forwarded* *to the university* *if students > fail to registered on ABC portal*. Students are suggested to follow the > procedure available on [*https://www.abc.gov.in/* > (a video tutorial)] for getting themselve > registered on Academic Bank of Credits (ABC) portal. > > > [image: image.png] > > After successful registration students should fill the information on the > following google link and upload their Apaar/ABC ID card (available in > digilocker signup dashboard). > > > > Google link : https://forms.gle/MzfR1PyRrzWZDEZg > > Updated Google link :https://forms.gle/S1dY1ZvkQkEuQCDUAOn Fri, Apr 5, 2024 at 12:02 PM ADMIN Office <adminoffice@acropolis.in> wrote:Important Notice (DIGILOCKER) The Academic Bank of Credits (ABC) platform is developed by the National e-Governance Division (NeGD) of the Ministry of Electronics and Information Technology (MeitY) under the DigiLocker framework. It digitally stores the academic credits earned by students facilitating students to choose their own learning path to attain Degree/Diploma/Certificates, based on multiple entry-multiple exits system. In continuation of the previous notices, all the students are hereby notified that vide letter no. 48@21@vk-m-f’k@’kk&5 *v*@2023 Hkksiky fnukad 15@01@2024 received from higher education department all the students are hereby once again informed that the examination forms of even semester will not be forwarded to the university if students fail to registered on ABC portal. Students are suggested to follow the procedure available on [https://www.abc.gov.in/ (a video tutorial)] for getting themselve registered on Academic Bank of Credits (ABC) portal.After successful registration students should fill the information on the following google link and upload their Apaar/ABC ID card (available in digilocker signup dashboard). Google link : https://forms.gle/MzfR1PyRrzWZDEZg",2024-04-05 12:14:18
adminoffice@acropolis.in,undisclosed-recipients:;,NOTICE - DIGILOCKER,"*Important Notice* *(DIGILOCKER)* The Academic Bank of Credits (ABC) platform is developed by the National e-Governance Division (NeGD) of the Ministry of Electronics and Information Technology (MeitY) under the DigiLocker framework. It digitally stores the academic credits earned by students facilitating students to choose their own learning path to attain Degree/Diploma/Certificates, based on multiple entry-multiple exits system. In continuation of the previous notices, all the students are hereby notified that vide letter no. 48@21@vk-m-f’k@’kk&5 *v*@2023 Hkksiky fnukad 15@01@2024 received from higher education department all the students are hereby once again informed that the *examination forms of even semester will not be forwarded* *to the university* *if students fail to registered on ABC portal*. Students are suggested to follow the procedure available on [*https://www.abc.gov.in/* (a video tutorial)] for getting themselve registered on Academic Bank of Credits (ABC) portal. [image: image.png] After successful registration students should fill the information on the following google link and upload their Apaar/ABC ID card (available in digilocker signup dashboard). Google link : https://forms.gle/MzfR1PyRrzWZDEZg Important Notice (DIGILOCKER) The Academic Bank of Credits (ABC) platform is developed by the National e-Governance Division (NeGD) of the Ministry of Electronics and Information Technology (MeitY) under the DigiLocker framework. It digitally stores the academic credits earned by students facilitating students to choose their own learning path to attain Degree/Diploma/Certificates, based on multiple entry-multiple exits system. In continuation of the previous notices, all the students are hereby notified that vide letter no. 48@21@vk-m-f’k@’kk&5 *v*@2023 Hkksiky fnukad 15@01@2024 received from higher education department all the students are hereby once again informed that the examination forms of even semester will not be forwarded to the university if students fail to registered on ABC portal. Students are suggested to follow the procedure available on [https://www.abc.gov.in/ (a video tutorial)] for getting themselve registered on Academic Bank of Credits (ABC) portal.After successful registration students should fill the information on the following google link and upload their Apaar/ABC ID card (available in digilocker signup dashboard). Google link : https://forms.gle/MzfR1PyRrzWZDEZg",2024-04-05 12:02:05
adminoffice@acropolis.in,btech2022.aitr@acropolis.in,"Notice - Reschedule of classes of 31st Dec 2022 are rescheduled on
 14th Jan 2023",29th Dec 2022 *Notice* *Reschedule of classes* Reference: Important Notice dated 2nd Dec 2022. All the students of B. Tech. and Diploma I Year are hereby notified that their regular classes of 31st Dec 2022 (Saturday) are rescheduled on 14th Jan 2023 (Saturday). 29th Dec 2022NoticeReschedule of classes Reference: Important Notice dated 2nd Dec 2022. All the students of B. Tech. and Diploma I Year are hereby notified that their regular classes of 31st Dec 2022 (Saturday) are rescheduled on 14th Jan 2023 (Saturday).,2022-12-29 15:03:58
adminoffice@acropolis.in,undisclosed-recipients:;,Important Notice (Rescheduling / Suspension of Classes),[image: image.png],2024-12-03 14:50:09
adminoffice@acropolis.in,"aiml2022.aitr@acropolis.in, mech2022.aitr@acropolis.in, 
	ce2022.aitr@acropolis.in",Important Notice - B. Tech. I Year - Change in the schedule of classes,"3rd May 2023 *Important Notice* *(Change in the schedule of classes)* All the students of B. Tech. I Year are hereby notified that, in view of the university examination of B. Tech. VI semester, their *regular classes are suspended on 10th May 2023 (Wednesday).* To compensate the loss of academics, these classes will be conducted on *13th May 2023 (Saturday).* 3rd May 2023 Important Notice(Change in the schedule of classes) All the students of B. Tech. I Year are hereby notified that, in view of the university examination of B. Tech. VI semester, their regular classes are suspended on 10th May 2023 (Wednesday). To compensate the loss of academics, these classes will be conducted on 13th May 2023 (Saturday).",2023-05-03 14:51:29
adminoffice@acropolis.in,undisclosed-recipients:;,Fwd: Notice - National Scholarship Portal - Date Extension,"*Dear Student's * *The last date of submission of your application (Pragati/Saksham Scholarship) is extended up to 30/11/2024 before 01:00 PM* ---------- Forwarded message --------- From: ADMIN Office Date: Thu, Sep 5, 2024 at 3:16 PM Subject: Notice - National Scholarship Portal To: PFA Important Link: https://scholarships.gov.in/ https://myaadhaar.uidai.gov.in/ https://aitr.ac.in/scholarship/ Dear Student's The last date of submission of your application (Pragati/Saksham Scholarship) is extended up to 30/11/2024 before 01:00 PM---------- Forwarded message ---------From: ADMIN Office <adminoffice@acropolis.in>Date: Thu, Sep 5, 2024 at 3:16 PMSubject: Notice - National Scholarship PortalTo: PFAImportant Link: https://scholarships.gov.in/ https://myaadhaar.uidai.gov.in/https://aitr.ac.in/scholarship/",2024-11-19 12:04:34
adminoffice@acropolis.in,undisclosed-recipients:;,Re: Important Caution (Discipline & Anti-Ragging),"*REMINDER* 3rd Sept. 2024 > > Important Caution > > *(Discipline & Anti-Ragging)* > > > All the students of 2nd, 3rd and 4th year are hereby instructed to > adhere to the following guidelines: > > > Ø Refrain from any act that falls under the definition of ragging, > whether on campus and indiscipline in the college bus, or elsewhere > > Ø Maintain a ragging-free and orderly environment within the college > > Ø Stay in your respective classes, labs, or the library except during the > designated lunch break > > (entry to the canteen is permitted only during official lunch hours) > > Ø Board the college buses only at your assigned shift timings > > Ø Avoid visiting the first-year classrooms on the 2nd and 3rd floors of > Block I, as well as the workshop and labs > > > > Any student found violating these instructions or engaged in such acts > will be solely responsible for the consequences and attract strict > disciplinary action to an extent of rustication. > > > REMINDER3rd Sept. 2024Important Caution(Discipline & Anti-Ragging) All the students of 2nd, 3rd and 4th year are hereby instructed to adhere to the following guidelines:Ø Refrain from any act that falls under the definition of ragging, whether on campus and indiscipline in the college bus, or elsewhere Ø Maintain a ragging-free and orderly environment within the college Ø Stay in your respective classes, labs, or the library except during the designated lunch break (entry to the canteen is permitted only during official lunch hours) Ø Board the college buses only at your assigned shift timings Ø Avoid visiting the first-year classrooms on the 2nd and 3rd floors of Block I, as well as the workshop and labs Any student found violating these instructions or engaged in such acts will be solely responsible for the consequences and attract strict disciplinary action to an extent of rustication.",2024-09-14 12:01:46
adminoffice@acropolis.in,undisclosed-recipients:;,Important Caution (Discipline & Anti-Ragging),"3rd Sept. 2024 Important Caution *(Discipline & Anti-Ragging)* All the students of 2nd, 3rd and 4th year are hereby instructed to adhere to the following guidelines: Ø Refrain from any act that falls under the definition of ragging, whether on campus and indiscipline in the college bus, or elsewhere Ø Maintain a ragging-free and orderly environment within the college Ø Stay in your respective classes, labs, or the library except during the designated lunch break (entry to the canteen is permitted only during official lunch hours) Ø Board the college buses only at your assigned shift timings Ø Avoid visiting the first-year classrooms on the 2nd and 3rd floors of Block I, as well as the workshop and labs Any student found violating these instructions or engaged in such acts will be solely responsible for the consequences and attract strict disciplinary action to an extent of rustication. 3rd Sept. 2024Important Caution(Discipline & Anti-Ragging) All the students of 2nd, 3rd and 4th year are hereby instructed to adhere to the following guidelines:Ø Refrain from any act that falls under the definition of ragging, whether on campus and indiscipline in the college bus, or elsewhere Ø Maintain a ragging-free and orderly environment within the college Ø Stay in your respective classes, labs, or the library except during the designated lunch break (entry to the canteen is permitted only during official lunch hours) Ø Board the college buses only at your assigned shift timings Ø Avoid visiting the first-year classrooms on the 2nd and 3rd floors of Block I, as well as the workshop and labs Any student found violating these instructions or engaged in such acts will be solely responsible for the consequences and attract strict disciplinary action to an extent of rustication.",2024-09-03 13:10:25
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - OBC Scholarship,PFA Important Link https://www.tribal.mp.gov.in/MPTAAS http://aitr.ac.in/scholarship https://www.tribal.mp.gov.in/PMS/Registration/BeneficiaryRegistration/NPCIStatus PFAImportant Linkhttps://www.tribal.mp.gov.in/MPTAAS http://aitr.ac.in/scholarship https://www.tribal.mp.gov.in/PMS/Registration/BeneficiaryRegistration/NPCIStatus,2024-02-10 16:13:57
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - Swaping of working days,"Dear Students, PFA [image: unnamed.png] Dear Students,PFA",2024-05-01 16:27:00
adminoffice@acropolis.in,feeaitr@acropolis.in,Regarding College Fee Payment (Acropolis-JODO),"Dear Parents / Students, Greetings from Acropolis Institute of Technology and Research, Indore Acropolis Institute always strives to support its student community. In this context we are pleased to introduce our partnership with JODO. They are a leading fintech company in the field of education fee payments run by IIT-IIM alumni and currently work with 2500+ institutions across the country serving more than 5 lacs + parents. Please note that from this year one can pay college fees via convenient options offered by JODO at https://app.jodo.in/aitr/ Login to the link using your mobile number (please ensure that the mobile number is same given by you at the time of admission) 1. Online payment gateway, JODO Pay: Parents / Students can directly pay full fees in one shot through JODO Pay using any convenient mode of payment e.g., credit card, debit card, net banking or UPI. 2. JODO Cred: The JODO provides an opportunity for the Parents / Students to pay the fees in upto 10 monthly installments at minimal interest rate and no processing fee. The entire process is digital and takes 10 minutes end to end, if they wish to avail the EMI facility. For more details and queries one can reach out through dedicated helpline number of JODO for any help - 7004434718, 7597881410 Regards Acropolis Institute of Technology & Research Dear Parents / Students,Greetings from Acropolis Institute of Technology and Research, IndoreAcropolis Institute always strives to support its student community. In this context we are pleased to introduce our partnership with JODO. They are a leading fintech company in the field of education fee payments run by IIT-IIM alumni and currently work with 2500+ institutions across the country serving more than 5 lacs + parents.Please note that from this year one can pay college fees via convenient options offered by JODO at https://app.jodo.in/aitr/ Login to the link using your mobile number (please ensure that the mobile number is same given by you at the time of admission)1. Online payment gateway, JODO Pay: Parents / Students can directly pay full fees in one shot through JODO Pay using any convenient mode of payment e.g., credit card, debit card, net banking or UPI.2. JODO Cred: The JODO provides an opportunity for the Parents / Students to pay the fees in upto 10 monthly installments at minimal interest rate and no processing fee. The entire process is digital and takes 10 minutes end to end, if they wish to avail the EMI facility.For more details and queries one can reach out through dedicated helpline number of JODO for any help - 7004434718, 7597881410RegardsAcropolis Institute of Technology & Research",2023-08-09 13:38:41
adminoffice@acropolis.in,btech2022.aitr@acropolis.in,NOTICE- SCHOLARS' LIBRARY,"3rd Jan 2023 *NOTICE* *SCHOLARS' LIBRARY* Applications are invited for the limited membership of ""SCHOLARS' LIBRARY"" to facilitate the students of *B. Tech. I Year* whose parent’s gross income is less than Rs. 2,50,000/-. Such students will be provided with a set of text books available in scholars’ library, for the whole semester. Students who have admitted through Tuition Fees waiver scheme are not eligible for the facility of Scholars' Library. Application form can be collected from Library, and submit to Librarian with attached photocopy of 12th Mark Sheet, JEE Mark Sheet & Income Certificate. The last date of submitting the application form duly filled is 10th January 2023. 3rd Jan 2023 NOTICESCHOLARS' LIBRARY Applications are invited for the limited membership of ""SCHOLARS' LIBRARY"" to facilitate the students of B. Tech. I Year whose parent’s gross income is less than Rs. 2,50,000/-. Such students will be provided with a set of text books available in scholars’ library, for the whole semester. Students who have admitted through Tuition Fees waiver scheme are not eligible for the facility of Scholars' Library. Application form can be collected from Library, and submit to Librarian with attached photocopy of 12th Mark Sheet, JEE Mark Sheet & Income Certificate. The last date of submitting the application form duly filled is 10th January 2023.",2023-01-03 11:37:04
adminoffice@acropolis.in,undisclosed-recipients:;,Sports Notice,PFA [image: image.png] PFA,2023-10-17 12:44:16
adminoffice@acropolis.in,undisclosed-recipients:;,NOTICE - Transport Related Matters,"NOTICE *(TRANSPORT)* All the students, staff and faculty member are hereby notified for the information that to facilitate smooth communication and address issues related to college buses, institute has established a dedicated point of contact at the College Transport Department. For inquiries, reporting concerns, or any other bus-related matters, one may reach out to Transport Department at *transport@acropolis.in* or on following contact details. Name Contact No. 1. Mr. Nitin Soni 9893082246 2. Mr. Sunil Chandravanshi 6262135550 3. Transport Office 0731-4730010 The team will try their level best to assist promptly and ensure a seamless transportation experience for everyone. To exercise necessary active efficiently on the feedback/report one must mention Name, Bus. No., Course, Year of Study, Institute and Mobile No. NOTICE(TRANSPORT)All the students, staff and faculty member are hereby notified for the information that to facilitate smooth communication and address issues related to college buses, institute has established a dedicated point of contact at the College Transport Department. For inquiries, reporting concerns, or any other bus-related matters, one may reach out to Transport Department at transport@acropolis.in or on following contact details. Name Contact No.1. Mr. Nitin Soni98930822462. Mr. Sunil Chandravanshi62621355503. Transport Office0731-4730010 The team will try their level best to assist promptly and ensure a seamless transportation experience for everyone. To exercise necessary active efficiently on the feedback/report one must mention Name, Bus. No., Course, Year of Study, Institute and Mobile No.",2023-11-03 16:51:26
adminoffice@acropolis.in,undisclosed-recipients:;,"Invitation for inauguration program of Pradhan Mantri College of
 Excellence on 14th July 2024","Dear Students, All the interested students are invited to attend the inauguration program of Pradhan Mantri College of Excellence scheduled on 14th July 2024 at Government Arts & Commerce College, Near Bhawarkua, Indore. Dear Students,All the interested students are invited to attend the inauguration program of Pradhan Mantri College of Excellence scheduled on 14th July 2024 at Government Arts & Commerce College, Near Bhawarkua, Indore.",2024-07-13 17:01:32
adminoffice@acropolis.in,undisclosed-recipients:;,IMPORTANT NOTICE - (All the students),"*IMPORTANT NOTICE* *(All the students)* All the students are hereby informed that: 1. *The institute neither promotes nor supports any kind of Parties / Gatherings of students outside/inside the college premises**.* Institute owes no responsibility for any untoward incident if takes place during any such unofficial and prohibited parties/gatherings. 2. *Any mass absenteeism* of students of any branch of any class will be treated as an act of ‘Sheer-Indiscipline’ which would attract necessary disciplinary action. 3. Students should *take care of their belongings, valuables*, mobile, laptops etc. institute owes no responsibility in case of its loss.. All the students should take serious note of all the above else they will be solely responsible for the consequences, whatsoever. IMPORTANT NOTICE(All the students) All the students are hereby informed that: 1. The institute neither promotes nor supports any kind of Parties / Gatherings of students outside/inside the college premises. Institute owes no responsibility for any untoward incident if takes place during any such unofficial and prohibited parties/gatherings.2. Any mass absenteeism of students of any branch of any class will be treated as an act of ‘Sheer-Indiscipline’ which would attract necessary disciplinary action. 3. Students should take care of their belongings, valuables, mobile, laptops etc. institute owes no responsibility in case of its loss.. All the students should take serious note of all the above else they will be solely responsible for the consequences, whatsoever.",2023-10-05 13:56:40
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - Shri Pradeep Sojatia Merit cum Means Scholarship 2024,PFA [image: image (4).png] PFA,2024-11-30 13:54:26
adminoffice@acropolis.in,undisclosed-recipients:;,Circular - Access to useful e-resources,"6th Sept 2024 *Circular* *(Access to useful e-resources)* All the students, faculty and staff members of the institute are hereby informed that the following useful e-resources are available free of cost to support their academics and skill development. · *National Digital Library of India (NDLI)* This online library tool of learning resources has been made available by the Ministry of Education, Government of India in the form of NDLI. It is developed, operated and maintained from IIT, Kharagpur. ( https://www.ndl.gov.in/). · *RGPV e-Library* Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal has provided access to e-library facility to all its students and faculty members. One can also access all resources of DELNET from this platform. One needs to register for the same using link https://rgpv.refread.com/. For further details, please contact Mr. B. D. Shrivastava, Librarian / Dr. Harish Joshi, Professor In-charge Library. 6th Sept 2024 Circular (Access to useful e-resources) All the students, faculty and staff members of the institute are hereby informed that the following useful e-resources are available free of cost to support their academics and skill development. · National Digital Library of India (NDLI)This online library tool of learning resources has been made available by the Ministry of Education, Government of India in the form of NDLI. It is developed, operated and maintained from IIT, Kharagpur. (https://www.ndl.gov.in/). · RGPV e-LibraryRajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal has provided access to e-library facility to all its students and faculty members. One can also access all resources of DELNET from this platform. One needs to register for the same using link https://rgpv.refread.com/. For further details, please contact Mr. B. D. Shrivastava, Librarian / Dr. Harish Joshi, Professor In-charge Library.",2024-09-06 16:44:49
adminoffice@acropolis.in,undisclosed-recipients:;,"Academic Calendar for July - Dec 2024 - B. Tech. (VII, V & III Semester)","Academic Calendar for July - Dec 2024 B. Tech. (VII, V & III Semester) Particular Semester VII V and III Duration of Semester July - Dec 2024 Commencement of Classes 15th July 2024 2nd September 2024 Independence Day Holiday 15th August 2024 Rakshabandhan Holiday 19th August 2024 Janmashtami Holiday 26th August 2024 I Sessional Exam/Mid Sem 1st to 4th October 2024 21st to 28th October 2024 II Sessional Exam/Mid Sem 6th to 9th November 2024 25th to 30th November 2024 Next day of Anant Chaturdashi Holiday 18th September 2024 Gandhi Jayanti Holiday 2nd October 2024 Dussehra Holiday 12th October 2024 Diwali Holiday 31st October and 1st November 2024 Submission of Examination Form I Without Late Fee: II With Late Fee: 25th Oct. to 13th Nov. 2024 14th to 20th Nov. 2024 10th to 23rd December 2024 24th to 29th December 2024 Last Date of Teaching 14th November 2024 24th December 2024 Submission of Mid Semester & Sessional Marks to University 12th to 19th November 2024 20th to 27th December 2024 End Semster Examination (Theory & Practical) 22nd Nov. to 24th Dec. 2024 31st Dec 2024 to 30th Jan 2025 Christmas Holiday 25th December 2024 Submission of Practical marks to University On the date of Practical Examination Note: ● 1st and 3rd Saturday of every month will be observed as a holiday. ● Any change in dates by RGPV will be incorporate as and when required. ● Depending upon monthly progress of syllabus, extra classes would be organized by department during holidays. ● 3rd Sessional Examination / Mid Sem is optional. It will be planned by individual departments on need basis. Academic Calendar for July - Dec 2024B. Tech. (VII, V & III Semester)ParticularSemesterVIIV and IIIDuration of SemesterJuly - Dec 2024Commencement of Classes15th July 20242nd September 2024Independence Day Holiday15th August 2024Rakshabandhan Holiday19th August 2024Janmashtami Holiday26th August 2024I Sessional Exam/Mid Sem1st to 4th October 202421st to 28th October 2024II Sessional Exam/Mid Sem6th to 9th November 202425th to 30th November 2024Next day of Anant Chaturdashi Holiday18th September 2024Gandhi Jayanti Holiday2nd October 2024Dussehra Holiday12th October 2024Diwali Holiday31st October and 1st November 2024Submission of Examination FormI Without Late Fee: II With Late Fee: 25th Oct. to 13th Nov. 2024 14th to 20th Nov. 2024 10th to 23rd December 2024 24th to 29th December 2024Last Date of Teaching14th November 202424th December 2024 Submission of Mid Semester &Sessional Marks to University12th to 19th November 202420th to 27th December 2024 End Semster Examination(Theory & Practical)22nd Nov. to 24th Dec. 202431st Dec 2024 to 30th Jan 2025Christmas Holiday25th December 2024Submission of Practical marks to UniversityOn the date of Practical Examination Note:● 1st and 3rd Saturday of every month will be observed as a holiday.● Any change in dates by RGPV will be incorporate as and when required.● Depending upon monthly progress of syllabus, extra classes would be organized by department during holidays.● 3rd Sessional Examination / Mid Sem is optional. It will be planned by individual departments on need basis.",2024-09-10 16:42:44
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - ( Re-valuation / Challenge Results ),[image: image.png],2024-04-10 15:18:20
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - MOOC's Courses,[image: image.png],2025-01-16 14:56:53
